,date,open,close,high,low,volumme,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0
19,2024-04-30 00:00:00,4.9522,4.926,4.957,4.9234,213598,19.0,,
20,2024-05-02 00:00:00,4.899,4.8969,4.9392,4.8796,440156,20.0,,
21,2024-05-03 00:00:00,4.9176,4.9315,4.98,4.91,243297,21.0,,
22,2024-05-06 00:00:00,4.9534,4.9676,4.98,4.9482,319049,22.0,,
23,2024-05-07 00:00:00,4.9944,5.0005,5.0033,4.9884,245887,23.0,,
24,2024-05-08 00:00:00,5.0058,5.0016,5.0119,4.9801,206097,24.0,,
25,2024-05-09 00:00:00,5.0016,5.0112,5.1,4.9947,147669,25.0,,
26,2024-05-10 00:00:00,5.0309,5.0279,5.0917,5.02,231346,26.0,,
27,2024-05-13 00:00:00,5.0435,5.0224,5.0435,5.0188,221301,27.0,,
28,2024-05-14 00:00:00,5.0233,5.0152,5.0647,5.01,151478,28.0,,
29,2024-05-15 00:00:00,5.0337,5.0535,5.0667,5.0247,222470,29.0,,
30,2024-05-16 00:00:00,5.0742,5.0759,5.1,5.0604,176963,30.0,,
31,2024-05-17 00:00:00,5.0634,5.0593,5.0882,5.0551,228704,31.0,,
32,2024-05-20 00:00:00,5.073,5.0899,5.12,5.0603,268186,32.0,,
33,2024-05-21 00:00:00,5.0736,5.0762,5.0846,5.0634,223903,33.0,,
34,2024-05-22 00:00:00,5.0753,5.0789,5.0931,5.0734,170486,34.0,,
35,2024-05-23 00:00:00,5.1012,5.0816,5.115,5.0665,241779,35.0,,
36,2024-05-24 00:00:00,5.0474,5.0639,5.0907,5.04,258882,36.0,,
37,2024-05-27 00:00:00,5.0654,5.0735,5.0764,5.058,249024,37.0,,
38,2024-05-28 00:00:00,5.0698,5.0526,5.09,5.05,239985,38.0,,
39,2024-05-29 00:00:00,5.0471,5.034,5.0521,5.015,296254,39.0,,
40,2024-05-30 00:00:00,5.0186,5.0188,5.0724,5.0084,195759,40.0,,
41,2024-05-31 00:00:00,5.014,4.9894,5.038,4.9804,333775,41.0,,
42,2024-06-03 00:00:00,5.0595,5.0232,5.0729,5.02,356373,42.0,,
43,2024-06-04 00:00:00,5.0217,5.0125,5.0392,5.0,264881,43.0,,
44,2024-06-05 00:00:00,5.0433,5.0725,5.0746,5.0398,202596,44.0,,
45,2024-06-06 00:00:00,5.093,5.0903,5.1607,5.0801,178027,45.0,,
46,2024-06-07 00:00:00,5.0949,5.1181,5.1274,5.076,240161,46.0,,
47,2024-06-10 00:00:00,5.1195,5.1383,5.1553,5.105,468100,47.0,,
48,2024-06-11 00:00:00,5.1366,5.1307,5.1401,5.1067,224249,48.0,,
49,2024-06-12 00:00:00,5.1488,5.159,5.18,5.141,260838,49.0,,
50,2024-06-13 00:00:00,5.1639,5.1584,5.18,5.146,408893,50.0,,
51,2024-06-14 00:00:00,5.18,5.1735,5.19,5.15,324759,51.0,,
52,2024-06-17 00:00:00,5.1841,5.1754,5.1924,5.1575,399206,52.0,,
53,2024-06-18 00:00:00,5.2021,5.2042,5.2203,5.1921,373945,53.0,,
54,2024-06-19 00:00:00,5.2169,5.2094,5.2268,5.205,321993,54.0,,
55,2024-06-20 00:00:00,5.2267,5.2308,5.25,5.2124,526685,55.0,,
56,2024-06-21 00:00:00,5.2162,5.2113,5.2399,5.208,209796,56.0,,
57,2024-04-03 00:00:00,4.9875,5.01,5.012,4.9875,7167,0.0,0.0,
58,2024-04-04 00:00:00,5.0084,4.9995,5.0084,4.983,49024,1.0,1.0,
59,2024-04-05 00:00:00,4.9428,4.9619,4.9724,4.9301,530025,2.0,2.0,
60,2024-04-08 00:00:00,4.9655,4.9713,4.9855,4.9605,611900,3.0,3.0,
61,2024-04-09 00:00:00,4.97,4.9449,4.9772,4.9307,495221,4.0,4.0,
62,2024-04-10 00:00:00,4.9803,4.9678,4.998,4.935,293428,5.0,5.0,
63,2024-04-11 00:00:00,4.9763,4.975,4.9959,4.9508,208066,6.0,6.0,
64,2024-04-12 00:00:00,5.0282,4.9985,5.0475,4.9901,247854,7.0,7.0,
65,2024-04-15 00:00:00,4.996,4.987,5.019,4.9795,424971,8.0,8.0,
66,2024-04-16 00:00:00,4.9168,4.9092,4.9341,4.893,331419,9.0,9.0,
67,2024-04-17 00:00:00,4.9,4.8813,4.9248,4.8813,236713,10.0,10.0,
68,2024-04-18 00:00:00,4.8818,4.892,4.8996,4.863,207848,11.0,11.0,
69,2024-04-19 00:00:00,4.8411,4.8473,4.8681,4.834,202402,12.0,12.0,
70,2024-04-22 00:00:00,4.8575,4.854,4.8733,4.845,299776,13.0,13.0,
71,2024-04-23 00:00:00,4.8874,4.9071,4.9125,4.87,175377,14.0,14.0,
72,2024-04-24 00:00:00,4.9337,4.9098,4.9374,4.905,167752,15.0,15.0,
73,2024-04-25 00:00:00,4.8829,4.8498,4.9021,4.835,206244,16.0,16.0,
74,2024-04-26 00:00:00,4.9129,4.9388,4.95,4.9001,191902,17.0,17.0,
75,2024-04-29 00:00:00,4.953,4.9399,4.98,4.9399,348051,18.0,18.0,
76,2024-04-30 00:00:00,4.9522,4.926,4.957,4.9234,213598,19.0,19.0,
77,2024-05-02 00:00:00,4.899,4.8969,4.9392,4.8796,440156,20.0,20.0,
78,2024-05-03 00:00:00,4.9176,4.9315,4.98,4.91,243297,21.0,21.0,
79,2024-05-06 00:00:00,4.9534,4.9676,4.98,4.9482,319049,22.0,22.0,
80,2024-05-07 00:00:00,4.9944,5.0005,5.0033,4.9884,245887,23.0,23.0,
81,2024-05-08 00:00:00,5.0058,5.0016,5.0119,4.9801,206097,24.0,24.0,
82,2024-05-09 00:00:00,5.0016,5.0112,5.1,4.9947,147669,25.0,25.0,
83,2024-05-10 00:00:00,5.0309,5.0279,5.0917,5.02,231346,26.0,26.0,
84,2024-05-13 00:00:00,5.0435,5.0224,5.0435,5.0188,221301,27.0,27.0,
85,2024-05-14 00:00:00,5.0233,5.0152,5.0647,5.01,151478,28.0,28.0,
86,2024-05-15 00:00:00,5.0337,5.0535,5.0667,5.0247,222470,29.0,29.0,
87,2024-05-16 00:00:00,5.0742,5.0759,5.1,5.0604,176963,30.0,30.0,
88,2024-05-17 00:00:00,5.0634,5.0593,5.0882,5.0551,228704,31.0,31.0,
89,2024-05-20 00:00:00,5.073,5.0899,5.12,5.0603,268186,32.0,32.0,
90,2024-05-21 00:00:00,5.0736,5.0762,5.0846,5.0634,223903,33.0,33.0,
91,2024-05-22 00:00:00,5.0753,5.0789,5.0931,5.0734,170486,34.0,34.0,
92,2024-05-23 00:00:00,5.1012,5.0816,5.115,5.0665,241779,35.0,35.0,
93,2024-05-24 00:00:00,5.0474,5.0639,5.0907,5.04,258882,36.0,36.0,
94,2024-05-27 00:00:00,5.0654,5.0735,5.0764,5.058,249024,37.0,37.0,
95,2024-05-28 00:00:00,5.0698,5.0526,5.09,5.05,239985,38.0,38.0,
96,2024-05-29 00:00:00,5.0471,5.034,5.0521,5.015,296254,39.0,39.0,
97,2024-05-30 00:00:00,5.0186,5.0188,5.0724,5.0084,195759,40.0,40.0,
98,2024-05-31 00:00:00,5.014,4.9894,5.038,4.9804,333775,41.0,41.0,
99,2024-06-03 00:00:00,5.0595,5.0232,5.0729,5.02,356373,42.0,42.0,
100,2024-06-04 00:00:00,5.0217,5.0125,5.0392,5.0,264881,43.0,43.0,
101,2024-06-05 00:00:00,5.0433,5.0725,5.0746,5.0398,202596,44.0,44.0,
102,2024-06-06 00:00:00,5.093,5.0903,5.1607,5.0801,178027,45.0,45.0,
103,2024-06-07 00:00:00,5.0949,5.1181,5.1274,5.076,240161,46.0,46.0,
104,2024-06-10 00:00:00,5.1195,5.1383,5.1553,5.105,468100,47.0,47.0,
105,2024-06-11 00:00:00,5.1366,5.1307,5.1401,5.1067,224249,48.0,48.0,
106,2024-06-12 00:00:00,5.1488,5.159,5.18,5.141,260838,49.0,49.0,
107,2024-06-13 00:00:00,5.1639,5.1584,5.18,5.146,408893,50.0,50.0,
108,2024-06-14 00:00:00,5.18,5.1735,5.19,5.15,324759,51.0,51.0,
109,2024-06-17 00:00:00,5.1841,5.1754,5.1924,5.1575,399206,52.0,52.0,
110,2024-06-18 00:00:00,5.2021,5.2042,5.2203,5.1921,373945,53.0,53.0,
111,2024-06-19 00:00:00,5.2169,5.2094,5.2268,5.205,321993,54.0,54.0,
112,2024-06-20 00:00:00,5.2267,5.2308,5.25,5.2124,526685,55.0,55.0,
113,2024-06-21 00:00:00,5.2162,5.2113,5.2399,5.208,209796,56.0,56.0,
114,2024-04-03,4.9875,5.01,5.012,4.9875,7167,57.0,0.0,0.0
115,2024-04-04,5.0084,4.9995,5.0084,4.983,49024,58.0,1.0,1.0
116,2024-04-05,4.9428,4.9619,4.9724,4.9301,530025,59.0,2.0,2.0
117,2024-04-08,4.9655,4.9713,4.9855,4.9605,611900,60.0,3.0,3.0
118,2024-04-09,4.97,4.9449,4.9772,4.9307,495221,61.0,4.0,4.0
119,2024-04-10,4.9803,4.9678,4.998,4.935,293428,62.0,5.0,5.0
120,2024-04-11,4.9763,4.975,4.9959,4.9508,208066,63.0,6.0,6.0
121,2024-04-12,5.0282,4.9985,5.0475,4.9901,247854,64.0,7.0,7.0
122,2024-04-15,4.996,4.987,5.019,4.9795,424971,65.0,8.0,8.0
123,2024-04-16,4.9168,4.9092,4.9341,4.893,331419,66.0,9.0,9.0
124,2024-04-17,4.9,4.8813,4.9248,4.8813,236713,67.0,10.0,10.0
125,2024-04-18,4.8818,4.892,4.8996,4.863,207848,68.0,11.0,11.0
126,2024-04-19,4.8411,4.8473,4.8681,4.834,202402,69.0,12.0,12.0
127,2024-04-22,4.8575,4.854,4.8733,4.845,299776,70.0,13.0,13.0
128,2024-04-23,4.8874,4.9071,4.9125,4.87,175377,71.0,14.0,14.0
129,2024-04-24,4.9337,4.9098,4.9374,4.905,167752,72.0,15.0,15.0
130,2024-04-25,4.8829,4.8498,4.9021,4.835,206244,73.0,16.0,16.0
131,2024-04-26,4.9129,4.9388,4.95,4.9001,191902,74.0,17.0,17.0
132,2024-04-29,4.953,4.9399,4.98,4.9399,348051,75.0,18.0,18.0
133,2024-04-30,4.9522,4.926,4.957,4.9234,213598,76.0,19.0,19.0
134,2024-05-02,4.899,4.8969,4.9392,4.8796,440156,77.0,20.0,20.0
135,2024-05-03,4.9176,4.9315,4.98,4.91,243297,78.0,21.0,21.0
136,2024-05-06,4.9534,4.9676,4.98,4.9482,319049,79.0,22.0,22.0
137,2024-05-07,4.9944,5.0005,5.0033,4.9884,245887,80.0,23.0,23.0
138,2024-05-08,5.0058,5.0016,5.0119,4.9801,206097,81.0,24.0,24.0
139,2024-05-09,5.0016,5.0112,5.1,4.9947,147669,82.0,25.0,25.0
140,2024-05-10,5.0309,5.0279,5.0917,5.02,231346,83.0,26.0,26.0
141,2024-05-13,5.0435,5.0224,5.0435,5.0188,221301,84.0,27.0,27.0
142,2024-05-14,5.0233,5.0152,5.0647,5.01,151478,85.0,28.0,28.0
143,2024-05-15,5.0337,5.0535,5.0667,5.0247,222470,86.0,29.0,29.0
144,2024-05-16,5.0742,5.0759,5.1,5.0604,176963,87.0,30.0,30.0
145,2024-05-17,5.0634,5.0593,5.0882,5.0551,228704,88.0,31.0,31.0
146,2024-05-20,5.073,5.0899,5.12,5.0603,268186,89.0,32.0,32.0
147,2024-05-21,5.0736,5.0762,5.0846,5.0634,223903,90.0,33.0,33.0
148,2024-05-22,5.0753,5.0789,5.0931,5.0734,170486,91.0,34.0,34.0
149,2024-05-23,5.1012,5.0816,5.115,5.0665,241779,92.0,35.0,35.0
150,2024-05-24,5.0474,5.0639,5.0907,5.04,258882,93.0,36.0,36.0
151,2024-05-27,5.0654,5.0735,5.0764,5.058,249024,94.0,37.0,37.0
152,2024-05-28,5.0698,5.0526,5.09,5.05,239985,95.0,38.0,38.0
153,2024-05-29,5.0471,5.034,5.0521,5.015,296254,96.0,39.0,39.0
154,2024-05-30,5.0186,5.0188,5.0724,5.0084,195759,97.0,40.0,40.0
155,2024-05-31,5.014,4.9894,5.038,4.9804,333775,98.0,41.0,41.0
156,2024-06-03,5.0595,5.0232,5.0729,5.02,356373,99.0,42.0,42.0
157,2024-06-04,5.0217,5.0125,5.0392,5.0,264881,100.0,43.0,43.0
158,2024-06-05,5.0433,5.0725,5.0746,5.0398,202596,101.0,44.0,44.0
159,2024-06-06,5.093,5.0903,5.1607,5.0801,178027,102.0,45.0,45.0
160,2024-06-07,5.0949,5.1181,5.1274,5.076,240161,103.0,46.0,46.0
161,2024-06-10,5.1195,5.1383,5.1553,5.105,468100,104.0,47.0,47.0
162,2024-06-11,5.1366,5.1307,5.1401,5.1067,224249,105.0,48.0,48.0
163,2024-06-12,5.1488,5.159,5.18,5.141,260838,106.0,49.0,49.0
164,2024-06-13,5.1639,5.1584,5.18,5.146,408893,107.0,50.0,50.0
165,2024-06-14,5.18,5.1735,5.19,5.15,324759,108.0,51.0,51.0
166,2024-06-17,5.1841,5.1754,5.1924,5.1575,399206,109.0,52.0,52.0
167,2024-06-18,5.2021,5.2042,5.2203,5.1921,373945,110.0,53.0,53.0
168,2024-06-19,5.2169,5.2094,5.2268,5.205,321993,111.0,54.0,54.0
169,2024-06-20,5.2267,5.2308,5.25,5.2124,526685,112.0,55.0,55.0
170,2024-06-21,5.2162,5.2113,5.2399,5.208,209796,113.0,56.0,56.0
